series_id,Name,Category,Subcategory,Commodity,Region,Outfile,AdjFactor
SEDS.FOICP.GA.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Georgia",SEDSdata,none,PCFout,GA,aSEDS_DemandData.csv,1
SEDS.FNICP.GA.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Georgia",SEDSdata,none,PCFout,GA,aSEDS_DemandData.csv,1
SEDS.FOICP.HI.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Hawaii",SEDSdata,none,PCFout,HI,aSEDS_DemandData.csv,1
SEDS.FNICP.HI.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Hawaii",SEDSdata,none,PCFout,HI,aSEDS_DemandData.csv,1
SEDS.FOICP.IA.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Iowa",SEDSdata,none,PCFout,IA,aSEDS_DemandData.csv,1
SEDS.FNICP.IA.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Iowa",SEDSdata,none,PCFout,IA,aSEDS_DemandData.csv,1
SEDS.FOICP.ID.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Idaho",SEDSdata,none,PCFout,ID,aSEDS_DemandData.csv,1
SEDS.FNICP.ID.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Idaho",SEDSdata,none,PCFout,ID,aSEDS_DemandData.csv,1
SEDS.FOICP.IL.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Illinois",SEDSdata,none,PCFout,IL,aSEDS_DemandData.csv,1
SEDS.FNICP.IL.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Illinois",SEDSdata,none,PCFout,IL,aSEDS_DemandData.csv,1
SEDS.FOICP.IN.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Indiana",SEDSdata,none,PCFout,IN,aSEDS_DemandData.csv,1
SEDS.FNICP.IN.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Indiana",SEDSdata,none,PCFout,IN,aSEDS_DemandData.csv,1
SEDS.FOICP.KS.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Kansas",SEDSdata,none,PCFout,KS,aSEDS_DemandData.csv,1
SEDS.FNICP.KS.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Kansas",SEDSdata,none,PCFout,KS,aSEDS_DemandData.csv,1
SEDS.FOICP.KY.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Kentucky",SEDSdata,none,PCFout,KY,aSEDS_DemandData.csv,1
SEDS.FNICP.KY.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Kentucky",SEDSdata,none,PCFout,KY,aSEDS_DemandData.csv,1
SEDS.FOICP.LA.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Louisiana",SEDSdata,none,PCFout,LA,aSEDS_DemandData.csv,1
SEDS.FNICP.LA.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Louisiana",SEDSdata,none,PCFout,LA,aSEDS_DemandData.csv,1
SEDS.FOICP.MA.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Massachusetts",SEDSdata,none,PCFout,MA,aSEDS_DemandData.csv,1
SEDS.FNICP.MA.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Massachusetts",SEDSdata,none,PCFout,MA,aSEDS_DemandData.csv,1
SEDS.FOICP.MD.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Maryland",SEDSdata,none,PCFout,MD,aSEDS_DemandData.csv,1
SEDS.FNICP.MD.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Maryland",SEDSdata,none,PCFout,MD,aSEDS_DemandData.csv,1
SEDS.FOICP.ME.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Maine",SEDSdata,none,PCFout,ME,aSEDS_DemandData.csv,1
SEDS.FNICP.ME.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Maine",SEDSdata,none,PCFout,ME,aSEDS_DemandData.csv,1
SEDS.FOICP.MI.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Michigan",SEDSdata,none,PCFout,MI,aSEDS_DemandData.csv,1
SEDS.FNICP.MI.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Michigan",SEDSdata,none,PCFout,MI,aSEDS_DemandData.csv,1
SEDS.FOICP.MN.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Minnesota",SEDSdata,none,PCFout,MN,aSEDS_DemandData.csv,1
SEDS.FNICP.MN.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Minnesota",SEDSdata,none,PCFout,MN,aSEDS_DemandData.csv,1
SEDS.FOICP.MO.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Missouri",SEDSdata,none,PCFout,MO,aSEDS_DemandData.csv,1
SEDS.FNICP.MO.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Missouri",SEDSdata,none,PCFout,MO,aSEDS_DemandData.csv,1
SEDS.FOICP.MS.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Mississippi",SEDSdata,none,PCFout,MS,aSEDS_DemandData.csv,1
SEDS.FNICP.MS.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Mississippi",SEDSdata,none,PCFout,MS,aSEDS_DemandData.csv,1
SEDS.FOICP.MT.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Montana",SEDSdata,none,PCFout,MT,aSEDS_DemandData.csv,1
SEDS.FNICP.MT.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Montana",SEDSdata,none,PCFout,MT,aSEDS_DemandData.csv,1
SEDS.FOICP.NC.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, North Carolina",SEDSdata,none,PCFout,NC,aSEDS_DemandData.csv,1
SEDS.FNICP.NC.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, North Carolina",SEDSdata,none,PCFout,NC,aSEDS_DemandData.csv,1
SEDS.FOICP.ND.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, North Dakota",SEDSdata,none,PCFout,ND,aSEDS_DemandData.csv,1
SEDS.FNICP.ND.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, North Dakota",SEDSdata,none,PCFout,ND,aSEDS_DemandData.csv,1
SEDS.FOICP.NE.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Nebraska",SEDSdata,none,PCFout,NE,aSEDS_DemandData.csv,1
SEDS.FNICP.NE.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Nebraska",SEDSdata,none,PCFout,NE,aSEDS_DemandData.csv,1
SEDS.FOICP.NH.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, New Hampshire",SEDSdata,none,PCFout,NH,aSEDS_DemandData.csv,1
SEDS.FNICP.NH.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, New Hampshire",SEDSdata,none,PCFout,NH,aSEDS_DemandData.csv,1
SEDS.FOICP.NJ.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, New Jersey",SEDSdata,none,PCFout,NJ,aSEDS_DemandData.csv,1
SEDS.FNICP.NJ.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, New Jersey",SEDSdata,none,PCFout,NJ,aSEDS_DemandData.csv,1
SEDS.FOICP.NM.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, New Mexico",SEDSdata,none,PCFout,NM,aSEDS_DemandData.csv,1
SEDS.FNICP.NM.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, New Mexico",SEDSdata,none,PCFout,NM,aSEDS_DemandData.csv,1
SEDS.FOICP.NV.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Nevada",SEDSdata,none,PCFout,NV,aSEDS_DemandData.csv,1
SEDS.FNICP.NV.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Nevada",SEDSdata,none,PCFout,NV,aSEDS_DemandData.csv,1
SEDS.FOICP.NY.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, New York",SEDSdata,none,PCFout,NY,aSEDS_DemandData.csv,1
SEDS.FNICP.NY.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, New York",SEDSdata,none,PCFout,NY,aSEDS_DemandData.csv,1
SEDS.FOICP.OH.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Ohio",SEDSdata,none,PCFout,OH,aSEDS_DemandData.csv,1
SEDS.FNICP.OH.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Ohio",SEDSdata,none,PCFout,OH,aSEDS_DemandData.csv,1
SEDS.FOICP.OK.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Oklahoma",SEDSdata,none,PCFout,OK,aSEDS_DemandData.csv,1
SEDS.FNICP.OK.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Oklahoma",SEDSdata,none,PCFout,OK,aSEDS_DemandData.csv,1
SEDS.FOICP.OR.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Oregon",SEDSdata,none,PCFout,OR,aSEDS_DemandData.csv,1
SEDS.FNICP.OR.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Oregon",SEDSdata,none,PCFout,OR,aSEDS_DemandData.csv,1
SEDS.FOICP.PA.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Pennsylvania",SEDSdata,none,PCFout,PA,aSEDS_DemandData.csv,1
SEDS.FNICP.PA.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Pennsylvania",SEDSdata,none,PCFout,PA,aSEDS_DemandData.csv,1
SEDS.FOICP.RI.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Rhode Island",SEDSdata,none,PCFout,RI,aSEDS_DemandData.csv,1
SEDS.FNICP.RI.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Rhode Island",SEDSdata,none,PCFout,RI,aSEDS_DemandData.csv,1
SEDS.FOICP.SC.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, South Carolina",SEDSdata,none,PCFout,SC,aSEDS_DemandData.csv,1
SEDS.FNICP.SC.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, South Carolina",SEDSdata,none,PCFout,SC,aSEDS_DemandData.csv,1
SEDS.FOICP.SD.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, South Dakota",SEDSdata,none,PCFout,SD,aSEDS_DemandData.csv,1
SEDS.FNICP.SD.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, South Dakota",SEDSdata,none,PCFout,SD,aSEDS_DemandData.csv,1
SEDS.FOICP.TN.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Tennessee",SEDSdata,none,PCFout,TN,aSEDS_DemandData.csv,1
SEDS.FNICP.TN.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Tennessee",SEDSdata,none,PCFout,TN,aSEDS_DemandData.csv,1
SEDS.FOICP.TX.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Texas",SEDSdata,none,PCFout,TX,aSEDS_DemandData.csv,1
SEDS.FNICP.TX.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Texas",SEDSdata,none,PCFout,TX,aSEDS_DemandData.csv,1
SEDS.FOICP.US.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, United States",SEDSdata,none,PCFout,US,aSEDS_DemandData.csv,1
SEDS.FNICP.US.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, United States",SEDSdata,none,PCFout,US,aSEDS_DemandData.csv,1
SEDS.FOICP.UT.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Utah",SEDSdata,none,PCFout,UT,aSEDS_DemandData.csv,1
SEDS.FNICP.UT.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Utah",SEDSdata,none,PCFout,UT,aSEDS_DemandData.csv,1
SEDS.FOICP.VA.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Virginia",SEDSdata,none,PCFout,VA,aSEDS_DemandData.csv,1
SEDS.FNICP.VA.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Virginia",SEDSdata,none,PCFout,VA,aSEDS_DemandData.csv,1
SEDS.FOICP.VT.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Vermont",SEDSdata,none,PCFout,VT,aSEDS_DemandData.csv,1
SEDS.FNICP.VT.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Vermont",SEDSdata,none,PCFout,VT,aSEDS_DemandData.csv,1
SEDS.FOICP.WA.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Washington",SEDSdata,none,PCFout,WA,aSEDS_DemandData.csv,1
SEDS.FNICP.WA.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Washington",SEDSdata,none,PCFout,WA,aSEDS_DemandData.csv,1
SEDS.FOICP.WI.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Wisconsin",SEDSdata,none,PCFout,WI,aSEDS_DemandData.csv,1
SEDS.FNICP.WI.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Wisconsin",SEDSdata,none,PCFout,WI,aSEDS_DemandData.csv,1
SEDS.FOICP.WV.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, West Virginia",SEDSdata,none,PCFout,WV,aSEDS_DemandData.csv,1
SEDS.FNICP.WV.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, West Virginia",SEDSdata,none,PCFout,WV,aSEDS_DemandData.csv,1
SEDS.FOICP.WY.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Wyoming",SEDSdata,none,PCFout,WY,aSEDS_DemandData.csv,1
SEDS.FNICP.WY.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Wyoming",SEDSdata,none,PCFout,WY,aSEDS_DemandData.csv,1
SEDS.SNICP.AK.A,"Special naphthas consumed by the industrial sector, Alaska",SEDSdata,none,SPNout,AK,aSEDS_DemandData.csv,1
SEDS.SNICP.AL.A,"Special naphthas consumed by the industrial sector, Alabama",SEDSdata,none,SPNout,AL,aSEDS_DemandData.csv,1
SEDS.SNICP.AR.A,"Special naphthas consumed by the industrial sector, Arkansas",SEDSdata,none,SPNout,AR,aSEDS_DemandData.csv,1
SEDS.SNICP.AZ.A,"Special naphthas consumed by the industrial sector, Arizona",SEDSdata,none,SPNout,AZ,aSEDS_DemandData.csv,1
SEDS.SNICP.CA.A,"Special naphthas consumed by the industrial sector, California",SEDSdata,none,SPNout,CA,aSEDS_DemandData.csv,1
SEDS.SNICP.CO.A,"Special naphthas consumed by the industrial sector, Colorado",SEDSdata,none,SPNout,CO,aSEDS_DemandData.csv,1
SEDS.SNICP.CT.A,"Special naphthas consumed by the industrial sector, Connecticut",SEDSdata,none,SPNout,CT,aSEDS_DemandData.csv,1
SEDS.SNICP.DE.A,"Special naphthas consumed by the industrial sector, Delaware",SEDSdata,none,SPNout,DE,aSEDS_DemandData.csv,1
SEDS.SNICP.FL.A,"Special naphthas consumed by the industrial sector, Florida",SEDSdata,none,SPNout,FL,aSEDS_DemandData.csv,1
SEDS.SNICP.GA.A,"Special naphthas consumed by the industrial sector, Georgia",SEDSdata,none,SPNout,GA,aSEDS_DemandData.csv,1
SEDS.SNICP.HI.A,"Special naphthas consumed by the industrial sector, Hawaii",SEDSdata,none,SPNout,HI,aSEDS_DemandData.csv,1
SEDS.SNICP.IA.A,"Special naphthas consumed by the industrial sector, Iowa",SEDSdata,none,SPNout,IA,aSEDS_DemandData.csv,1
SEDS.SNICP.ID.A,"Special naphthas consumed by the industrial sector, Idaho",SEDSdata,none,SPNout,ID,aSEDS_DemandData.csv,1
SEDS.SNICP.IL.A,"Special naphthas consumed by the industrial sector, Illinois",SEDSdata,none,SPNout,IL,aSEDS_DemandData.csv,1
SEDS.SNICP.IN.A,"Special naphthas consumed by the industrial sector, Indiana",SEDSdata,none,SPNout,IN,aSEDS_DemandData.csv,1
SEDS.SNICP.KS.A,"Special naphthas consumed by the industrial sector, Kansas",SEDSdata,none,SPNout,KS,aSEDS_DemandData.csv,1
SEDS.SNICP.KY.A,"Special naphthas consumed by the industrial sector, Kentucky",SEDSdata,none,SPNout,KY,aSEDS_DemandData.csv,1
SEDS.SNICP.LA.A,"Special naphthas consumed by the industrial sector, Louisiana",SEDSdata,none,SPNout,LA,aSEDS_DemandData.csv,1
SEDS.SNICP.MA.A,"Special naphthas consumed by the industrial sector, Massachusetts",SEDSdata,none,SPNout,MA,aSEDS_DemandData.csv,1
SEDS.SNICP.MD.A,"Special naphthas consumed by the industrial sector, Maryland",SEDSdata,none,SPNout,MD,aSEDS_DemandData.csv,1
SEDS.SNICP.ME.A,"Special naphthas consumed by the industrial sector, Maine",SEDSdata,none,SPNout,ME,aSEDS_DemandData.csv,1
SEDS.SNICP.MI.A,"Special naphthas consumed by the industrial sector, Michigan",SEDSdata,none,SPNout,MI,aSEDS_DemandData.csv,1
SEDS.SNICP.MN.A,"Special naphthas consumed by the industrial sector, Minnesota",SEDSdata,none,SPNout,MN,aSEDS_DemandData.csv,1
SEDS.SNICP.MO.A,"Special naphthas consumed by the industrial sector, Missouri",SEDSdata,none,SPNout,MO,aSEDS_DemandData.csv,1
SEDS.SNICP.MS.A,"Special naphthas consumed by the industrial sector, Mississippi",SEDSdata,none,SPNout,MS,aSEDS_DemandData.csv,1
SEDS.SNICP.MT.A,"Special naphthas consumed by the industrial sector, Montana",SEDSdata,none,SPNout,MT,aSEDS_DemandData.csv,1
SEDS.SNICP.NC.A,"Special naphthas consumed by the industrial sector, North Carolina",SEDSdata,none,SPNout,NC,aSEDS_DemandData.csv,1
SEDS.SNICP.ND.A,"Special naphthas consumed by the industrial sector, North Dakota",SEDSdata,none,SPNout,ND,aSEDS_DemandData.csv,1
SEDS.SNICP.NE.A,"Special naphthas consumed by the industrial sector, Nebraska",SEDSdata,none,SPNout,NE,aSEDS_DemandData.csv,1
SEDS.SNICP.NH.A,"Special naphthas consumed by the industrial sector, New Hampshire",SEDSdata,none,SPNout,NH,aSEDS_DemandData.csv,1
SEDS.SNICP.NJ.A,"Special naphthas consumed by the industrial sector, New Jersey",SEDSdata,none,SPNout,NJ,aSEDS_DemandData.csv,1
SEDS.SNICP.NM.A,"Special naphthas consumed by the industrial sector, New Mexico",SEDSdata,none,SPNout,NM,aSEDS_DemandData.csv,1
SEDS.SNICP.NV.A,"Special naphthas consumed by the industrial sector, Nevada",SEDSdata,none,SPNout,NV,aSEDS_DemandData.csv,1
SEDS.SNICP.NY.A,"Special naphthas consumed by the industrial sector, New York",SEDSdata,none,SPNout,NY,aSEDS_DemandData.csv,1
SEDS.SNICP.OH.A,"Special naphthas consumed by the industrial sector, Ohio",SEDSdata,none,SPNout,OH,aSEDS_DemandData.csv,1
SEDS.SNICP.OK.A,"Special naphthas consumed by the industrial sector, Oklahoma",SEDSdata,none,SPNout,OK,aSEDS_DemandData.csv,1
SEDS.SNICP.OR.A,"Special naphthas consumed by the industrial sector, Oregon",SEDSdata,none,SPNout,OR,aSEDS_DemandData.csv,1
SEDS.SNICP.PA.A,"Special naphthas consumed by the industrial sector, Pennsylvania",SEDSdata,none,SPNout,PA,aSEDS_DemandData.csv,1
SEDS.SNICP.RI.A,"Special naphthas consumed by the industrial sector, Rhode Island",SEDSdata,none,SPNout,RI,aSEDS_DemandData.csv,1
SEDS.SNICP.SC.A,"Special naphthas consumed by the industrial sector, South Carolina",SEDSdata,none,SPNout,SC,aSEDS_DemandData.csv,1
SEDS.SNICP.SD.A,"Special naphthas consumed by the industrial sector, South Dakota",SEDSdata,none,SPNout,SD,aSEDS_DemandData.csv,1
SEDS.SNICP.TN.A,"Special naphthas consumed by the industrial sector, Tennessee",SEDSdata,none,SPNout,TN,aSEDS_DemandData.csv,1
SEDS.SNICP.TX.A,"Special naphthas consumed by the industrial sector, Texas",SEDSdata,none,SPNout,TX,aSEDS_DemandData.csv,1
SEDS.SNICP.US.A,"Special naphthas consumed by the industrial sector, United States",SEDSdata,none,SPNout,US,aSEDS_DemandData.csv,1
SEDS.SNICP.UT.A,"Special naphthas consumed by the industrial sector, Utah",SEDSdata,none,SPNout,UT,aSEDS_DemandData.csv,1
SEDS.SNICP.VA.A,"Special naphthas consumed by the industrial sector, Virginia",SEDSdata,none,SPNout,VA,aSEDS_DemandData.csv,1
SEDS.SNICP.VT.A,"Special naphthas consumed by the industrial sector, Vermont",SEDSdata,none,SPNout,VT,aSEDS_DemandData.csv,1
SEDS.SNICP.WA.A,"Special naphthas consumed by the industrial sector, Washington",SEDSdata,none,SPNout,WA,aSEDS_DemandData.csv,1
SEDS.SNICP.WI.A,"Special naphthas consumed by the industrial sector, Wisconsin",SEDSdata,none,SPNout,WI,aSEDS_DemandData.csv,1
SEDS.SNICP.WV.A,"Special naphthas consumed by the industrial sector, West Virginia",SEDSdata,none,SPNout,WV,aSEDS_DemandData.csv,1
SEDS.SNICP.WY.A,"Special naphthas consumed by the industrial sector, Wyoming",SEDSdata,none,SPNout,WY,aSEDS_DemandData.csv,1
STEO.C4RIPUS.M,"Butanes\/Butylenes Refinery and Blender Net Inputs, Monthly",STEOCompare,STEO,C4RIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.CODIPUS.M,"Refinery Distillation Inputs  , Monthly",STEOCompare,STEO,CODIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.CORIPUS.M,"Crude OIl Refinery Input, Monthly",STEOCompare,STEO,CORIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.COSXPUS.M,"Crude Oil Inventory (excluding SPR), Monthly",STEOCompare,STEO,COSXPUS,US,aSTEO_CurrentOutput.csv,1
STEO.D2RCAUS.M,"Heating Oil Retail Price Including Taxes, U.S. Average, Monthly",STEOCompare,STEO,D2RCAUS,US,aSTEO_CurrentOutput.csv,1
STEO.D2WHUUS.M,"Heating Oil Refiner Wholesale Price, Monthly",STEOCompare,STEO,D2WHUUS,US,aSTEO_CurrentOutput.csv,1
STEO.DFNIPUS.M,"Distillate Fuel Oil Net Imports, Monthly",STEOCompare,STEO,DFNIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.DFPSPP1.M,"Distillate Fuel Oil PADD 1 (East Coast) Inventory, Monthly",STEOCompare,STEO,DFPSPP1,PADD1,aSTEO_CurrentOutput.csv,1
STEO.DFPSPP2.M,"Distillate Fuel Oil PADD 2 (Midwest) Inventory, Monthly",STEOCompare,STEO,DFPSPP2,PADD2,aSTEO_CurrentOutput.csv,1
STEO.DFPSPP3.M,"Distillate Fuel Oil PADD 3 (Gulf Coast) Inventory, Monthly",STEOCompare,STEO,DFPSPP3,PADD3,aSTEO_CurrentOutput.csv,1
STEO.DFPSPP4.M,"Distillate Fuel Oil PADD 4 (Rocky Mountain) Inventory, Monthly",STEOCompare,STEO,DFPSPP4,PADD4,aSTEO_CurrentOutput.csv,1
STEO.DFPSPP5.M,"Distillate Fuel Oil PADD 5 (West Coast) Inventory, Monthly",STEOCompare,STEO,DFPSPP5,PADD5,aSTEO_CurrentOutput.csv,1
STEO.DFPSPUS.M,"Distillate Fuel Oil U.S. Total Inventory, Monthly",STEOCompare,STEO,DFPSPUS,US,aSTEO_CurrentOutput.csv,1
STEO.DFROPUS.M,"Distillate Fuel Refinery Output, Monthly",STEOCompare,STEO,DFROPUS,US,aSTEO_CurrentOutput.csv,1
STEO.DSRTUUS.M,"Diesel Fuel Retail Price Including Taxes, U.S. Average, Monthly",STEOCompare,STEO,DSRTUUS,US,aSTEO_CurrentOutput.csv,1
STEO.DSWHUUS.M,"Diesel Fuel Refiner Wholesale Price, Monthly",STEOCompare,STEO,DSWHUUS,US,aSTEO_CurrentOutput.csv,1
STEO.EORIPUS.M,"Fuel Ethanol Refinery and Blender Net Inputs, Monthly",STEOCompare,STEO,EORIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.HORIPUS.M,"Hydrogen and Other Hydrocarbons Refinery and Blender Net Inputs, Monthly",STEOCompare,STEO,HORIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.JFNIPUS.M,"Jet Fuel Net Imports, Monthly",STEOCompare,STEO,JFNIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.JFPSPUS.M,"Jet Fuel Inventory, Monthly",STEOCompare,STEO,JFPSPUS,US,aSTEO_CurrentOutput.csv,1
STEO.JFROPUS.M,"Jet Fuel Refinery Output, Monthly",STEOCompare,STEO,JFROPUS,US,aSTEO_CurrentOutput.csv,1
STEO.JKTCUUS.M,"Jet Fuel Refiner Price to End Users, Monthly",STEOCompare,STEO,JKTCUUS,US,aSTEO_CurrentOutput.csv,1
STEO.LGNIPUS.M,"Liquefied Petroleum Gas Net Imports, Monthly",STEOCompare,STEO,LGNIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.LGPSPUS.M,"Liquefied Petroleum Gas Inventory, Monthly",STEOCompare,STEO,LGPSPUS,US,aSTEO_CurrentOutput.csv,1
STEO.LGROPUS.M,"Liquefied Petroleum Gas Refinery Output, Monthly",STEOCompare,STEO,LGROPUS,US,aSTEO_CurrentOutput.csv,1
STEO.MBNIPUS.M,"Motor Gasoline Blend Components Net Imports, Monthly",STEOCompare,STEO,MBNIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.MBRIPUS.M,"Motor Gasoline Blend Components Refinery Input, Monthly",STEOCompare,STEO,MBRIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.MGEIAUS.M,"Gasoline All Grades Retail Price Including Taxes U.S. Average, Monthly",STEOCompare,STEO,MGEIAUS,US,aSTEO_CurrentOutput.csv,1
STEO.MGNIPUS.M,"Finished Motor Gasoline Net Imports, Monthly",STEOCompare,STEO,MGNIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.MGRARP1.M,"Gasoline Regular Grade Retail Price Incl Taxes, PADD 1 (East Coast), Monthly",STEOCompare,STEO,MGRARP1,PADD1,aSTEO_CurrentOutput.csv,1
STEO.MGRARP2.M,"Gasoline Regular Grade Retail Price Incl Taxes, PADD 2 (Midwest), Monthly",STEOCompare,STEO,MGRARP2,PADD2,aSTEO_CurrentOutput.csv,1
STEO.MGRARP3.M,"Gasoline Regular Grade Retail Price Incl Taxes, PADD 3 (Gulf Coast), Monthly",STEOCompare,STEO,MGRARP3,PADD3,aSTEO_CurrentOutput.csv,1
