series_id,Name,Category,Subcategory,Commodity,Region,Outfile,AdjFactor
PET.MPPSBP41.M,"Rocky Mountain (PADD 4) Pentanes Plus Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,NAT,PADD4,aPSM_Inventories.csv,1
PET.MPPSBP51.M,"West Coast (PADD 5) Pentanes Plus Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,NAT,PADD5,aPSM_Inventories.csv,1
PET.MBNSBP11.M,"East Coast (PADD 1) Normal Butane-Butylene Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,NC4,PADD1,aPSM_Inventories.csv,1
PET.MBNSBP21.M,"Midwest (PADD 2) Normal Butane-Butylene Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,NC4,PADD2,aPSM_Inventories.csv,1
PET.MBNSBP31.M,"Gulf Coast (PADD 3) Normal Butane-Butylene Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,NC4,PADD3,aPSM_Inventories.csv,1
PET.MBNSBP41.M,"Rocky Mountain (PADD 4) Normal Butane-Butylene Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,NC4,PADD4,aPSM_Inventories.csv,1
PET.MBNSBP51.M,"West Coast (PADD 5) Normal Butane-Butylene Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,NC4,PADD5,aPSM_Inventories.csv,1
PET.METSBP11.M,"East Coast (PADD 1) Ethane-Ethylene Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,PGS,PADD1,aPSM_Inventories.csv,1
PET.METSBP21.M,"Midwest (PADD 2) Ethane-Ethylene Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,PGS,PADD2,aPSM_Inventories.csv,1
PET.METSBP31.M,"Gulf Coast (PADD 3) Ethane-Ethylene Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,PGS,PADD3,aPSM_Inventories.csv,1
PET.METSBP51.M,"West Coast (PADD 5) Ethane-Ethylene Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,PGS,PADD5,aPSM_Inventories.csv,1
PET.MO1SB_R10_1.M,"East Coast (PADD 1) Reformulated Gasoline Blending Components Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,RBOBs,PADD1,aPSM_Inventories.csv,1
PET.MO1SB_R20_1.M,"Midwest (PADD 2) Reformulated Gasoline Blending Components Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,RBOBs,PADD2,aPSM_Inventories.csv,1
PET.MO1SB_R30_1.M,"Gulf Coast (PADD 3) Reformulated Gasoline Blending Components Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,RBOBs,PADD3,aPSM_Inventories.csv,1
PET.MO1SB_R40_1.M,"Rocky Mountain (PADD 4) Reformulated Gasoline Blending Components Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,RBOBs,PADD4,aPSM_Inventories.csv,1
PET.MGRSBP11.M,"East Coast (PADD 1) Reformulated Motor Gasoline Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,RFGsout,PADD1,aPSM_Inventories.csv,1
PET.MGRSBP21.M,"Midwest (PADD 2) Reformulated Motor Gasoline Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,RFGsout,PADD2,aPSM_Inventories.csv,1
PET.MGRSBP31.M,"Gulf Coast (PADD 3) Reformulated Motor Gasoline Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,RFGsout,PADD3,aPSM_Inventories.csv,1
PET.MNSSBP11.M,"East Coast (PADD 1) Special Naphthas Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,SPNout,PADD1,aPSM_Inventories.csv,1
PET.MNSSBP21.M,"Midwest (PADD 2) Special Naphthas Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,SPNout,PADD2,aPSM_Inventories.csv,1
PET.MNSSBP31.M,"Gulf Coast (PADD 3) Special Naphthas Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,SPNout,PADD3,aPSM_Inventories.csv,1
PET.MNSSBP41.M,"Rocky Mountain (PADD 4) Special Naphthas Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,SPNout,PADD4,aPSM_Inventories.csv,1
PET.MNSSBP51.M,"West Coast (PADD 5) Special Naphthas Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,SPNout,PADD5,aPSM_Inventories.csv,1
PET.MRUSB_R10_1.M,"East Coast (PADD 1) Residuum Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,VR3,PADD1,aPSM_Inventories.csv,1
PET.MRUSB_R20_1.M,"Midwest (PADD 2) Residuum Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,VR3,PADD2,aPSM_Inventories.csv,1
PET.MRUSB_R50_1.M,"West Coast (PADD 5) Residuum Stocks at Bulk Terminals, Monthly",Inventory,BulkTerminal,VR7,PADD5,aPSM_Inventories.csv,1
PET.MGASPP11.M,"East Coast (PADD 1) Aviation Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,AVGout,PADD1,aPSM_Inventories.csv,1
PET.MGASPP21.M,"Midwest (PADD 2) Aviation Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,AVGout,PADD2,aPSM_Inventories.csv,1
PET.MGASPP31.M,"Gulf Coast (PADD 3) Aviation Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,AVGout,PADD3,aPSM_Inventories.csv,1
PET.MGASPP41.M,"Rocky Mountain (PADD 4) Aviation Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,AVGout,PADD4,aPSM_Inventories.csv,1
PET.MD0SP_R50_1.M,"West Coast (PADD 5) Distillate Fuel Oil, 0 to 15 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,CarbDSUout,PADD5,aPSM_Inventories.csv,1
PET.MO1SP_R50_1.M,"West Coast (PADD 5) Reformulated Gasoline Blending Components Stocks in Pipelines, Monthly",Inventory,Pipelines,CaRBOBs,PADD5,aPSM_Inventories.csv,1
PET.MGRSPP51.M,"West Coast (PADD 5) Reformulated Motor Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,CaRBOBsout,PADD5,aPSM_Inventories.csv,1
PET.MO5SP_R10_1.M,"East Coast (PADD 1) Conventional Gasoline Blending Components Stocks in Pipelines, Monthly",Inventory,Pipelines,CBOBs,PADD1,aPSM_Inventories.csv,1
PET.MO5SP_R20_1.M,"Midwest (PADD 2) Conventional Gasoline Blending Components Stocks in Pipelines, Monthly",Inventory,Pipelines,CBOBs,PADD2,aPSM_Inventories.csv,1
PET.MO5SP_R30_1.M,"Gulf Coast (PADD 3) Conventional Gasoline Blending Components Stocks in Pipelines, Monthly",Inventory,Pipelines,CBOBs,PADD3,aPSM_Inventories.csv,1
PET.MO5SP_R40_1.M,"Rocky Mountain (PADD 4) Conventional Gasoline Blending Components Stocks in Pipelines, Monthly",Inventory,Pipelines,CBOBs,PADD4,aPSM_Inventories.csv,1
PET.MO5SP_R50_1.M,"West Coast (PADD 5) Conventional Gasoline Blending Components Stocks in Pipelines, Monthly",Inventory,Pipelines,CBOBs,PADD5,aPSM_Inventories.csv,1
PET.MG4SP_R10_1.M,"East Coast (PADD 1) Conventional Motor Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,CFGsout,PADD1,aPSM_Inventories.csv,1
PET.MG4SP_R20_1.M,"Midwest (PADD 2) Conventional Motor Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,CFGsout,PADD2,aPSM_Inventories.csv,1
PET.MG4SP_R30_1.M,"Gulf Coast (PADD 3) Conventional Motor Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,CFGsout,PADD3,aPSM_Inventories.csv,1
PET.MG4SP_R40_1.M,"Rocky Mountain (PADD 4) Conventional Motor Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,CFGsout,PADD4,aPSM_Inventories.csv,1
PET.MG4SP_R50_1.M,"West Coast (PADD 5) Conventional Motor Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,CFGsout,PADD5,aPSM_Inventories.csv,1
PET.MD1SP_R10_1.M,"East Coast (PADD 1) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,DSLout,PADD1,aPSM_Inventories.csv,1
PET.MD1SP_R20_1.M,"Midwest (PADD 2) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,DSLout,PADD2,aPSM_Inventories.csv,1
PET.MD1SP_R30_1.M,"Gulf Coast (PADD 3) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,DSLout,PADD3,aPSM_Inventories.csv,1
PET.MD1SP_R40_1.M,"Rocky Mountain (PADD 4) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,DSLout,PADD4,aPSM_Inventories.csv,1
PET.MD1SP_R50_1.M,"West Coast (PADD 5) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,DSLout,PADD5,aPSM_Inventories.csv,1
PET.MD0SP_R10_1.M,"East Coast (PADD 1) Distillate Fuel Oil, 0 to 15 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,DSUout,PADD1,aPSM_Inventories.csv,1
PET.MD0SP_R20_1.M,"Midwest (PADD 2) Distillate Fuel Oil, 0 to 15 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,DSUout,PADD2,aPSM_Inventories.csv,1
PET.MD0SP_R30_1.M,"Gulf Coast (PADD 3) Distillate Fuel Oil, 0 to 15 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,DSUout,PADD3,aPSM_Inventories.csv,1
PET.MD0SP_R40_1.M,"Rocky Mountain (PADD 4) Distillate Fuel Oil, 0 to 15 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,DSUout,PADD4,aPSM_Inventories.csv,1
PET.MBISPP11.M,"East Coast (PADD 1) Isobutane-Isobutylene Stocks in Pipelines, Monthly",Inventory,Pipelines,IC4,PADD1,aPSM_Inventories.csv,1
PET.MBISPP21.M,"Midwest (PADD 2) Isobutane-Isobutylene Stocks in Pipelines, Monthly",Inventory,Pipelines,IC4,PADD2,aPSM_Inventories.csv,1
PET.MBISPP31.M,"Gulf Coast (PADD 3) Isobutane-Isobutylene Stocks in Pipelines, Monthly",Inventory,Pipelines,IC4,PADD3,aPSM_Inventories.csv,1
PET.MBISPP41.M,"Rocky Mountain (PADD 4) Isobutane-Isobutylene Stocks in Pipelines, Monthly",Inventory,Pipelines,IC4,PADD4,aPSM_Inventories.csv,1
PET.MKJSPP11.M,"East Coast (PADD 1) Kerosene-Type Jet Fuel Stocks in Pipelines, Monthly",Inventory,Pipelines,JTAout,PADD1,aPSM_Inventories.csv,1
PET.MKJSPP21.M,"Midwest (PADD 2) Kerosene-Type Jet Fuel Stocks in Pipelines, Monthly",Inventory,Pipelines,JTAout,PADD2,aPSM_Inventories.csv,1
PET.MKJSPP31.M,"Gulf Coast (PADD 3) Kerosene-Type Jet Fuel Stocks in Pipelines, Monthly",Inventory,Pipelines,JTAout,PADD3,aPSM_Inventories.csv,1
PET.MKJSPP41.M,"Rocky Mountain (PADD 4) Kerosene-Type Jet Fuel Stocks in Pipelines, Monthly",Inventory,Pipelines,JTAout,PADD4,aPSM_Inventories.csv,1
PET.MKJSPP51.M,"West Coast (PADD 5) Kerosene-Type Jet Fuel Stocks in Pipelines, Monthly",Inventory,Pipelines,JTAout,PADD5,aPSM_Inventories.csv,1
PET.MPRSPP11.M,"East Coast (PADD 1) Propane and Propylene Stocks in Pipelines, Monthly",Inventory,Pipelines,LPGout,PADD1,aPSM_Inventories.csv,1
PET.MPRSPP21.M,"Midwest (PADD 2) Propane and Propylene Stocks in Pipelines, Monthly",Inventory,Pipelines,LPGout,PADD2,aPSM_Inventories.csv,1
PET.MPRSPP31.M,"Gulf Coast (PADD 3) Propane and Propylene Stocks in Pipelines, Monthly",Inventory,Pipelines,LPGout,PADD3,aPSM_Inventories.csv,1
PET.MPRSPP41.M,"Rocky Mountain (PADD 4) Propane and Propylene Stocks in Pipelines, Monthly",Inventory,Pipelines,LPGout,PADD4,aPSM_Inventories.csv,1
PET.MDGSPP11.M,"East Coast (PADD 1) Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,N2Hout,PADD1,aPSM_Inventories.csv,1
PET.MDGSPP21.M,"Midwest (PADD 2) Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,N2Hout,PADD2,aPSM_Inventories.csv,1
PET.MDGSPP31.M,"Gulf Coast (PADD 3) Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,N2Hout,PADD3,aPSM_Inventories.csv,1
PET.MDGSPP41.M,"Rocky Mountain (PADD 4) Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,N2Hout,PADD4,aPSM_Inventories.csv,1
PET.MDGSPP51.M,"West Coast (PADD 5) Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks in Pipelines, Monthly",Inventory,Pipelines,N2Hout,PADD5,aPSM_Inventories.csv,1
PET.MRESPP11.M,"East Coast (PADD 1) Residual Fuel Oil Stocks in Pipelines, Monthly",Inventory,Pipelines,N6Iout,PADD1,aPSM_Inventories.csv,1
PET.MRESPP21.M,"Midwest (PADD 2) Residual Fuel Oil Stocks in Pipelines, Monthly",Inventory,Pipelines,N6Iout,PADD2,aPSM_Inventories.csv,1
PET.MRESP_R30_1.M,"Gulf Coast (PADD 3) Residual Fuel Oil Stocks in Pipelines, Monthly",Inventory,Pipelines,N6Iout,PADD3,aPSM_Inventories.csv,1
PET.MRESPP51.M,"West Coast (PADD 5) Residual Fuel Oil Stocks in Pipelines, Monthly",Inventory,Pipelines,N6Iout,PADD5,aPSM_Inventories.csv,1
PET.MPPSP_R10_1.M,"East Coast (PADD 1) Pentanes Plus Stocks in Pipelines, Monthly",Inventory,Pipelines,NAT,PADD1,aPSM_Inventories.csv,1
PET.MPPSPP21.M,"Midwest (PADD 2) Pentanes Plus Stocks in Pipelines, Monthly",Inventory,Pipelines,NAT,PADD2,aPSM_Inventories.csv,1
PET.MPPSPP31.M,"Gulf Coast (PADD 3) Pentanes Plus Stocks in Pipelines, Monthly",Inventory,Pipelines,NAT,PADD3,aPSM_Inventories.csv,1
PET.MPPSPP41.M,"Rocky Mountain (PADD 4) Pentanes Plus Stocks in Pipelines, Monthly",Inventory,Pipelines,NAT,PADD4,aPSM_Inventories.csv,1
PET.MBNSPP11.M,"East Coast (PADD 1) Normal Butane-Butylene Stocks in Pipelines, Monthly",Inventory,Pipelines,NC4,PADD1,aPSM_Inventories.csv,1
PET.MBNSPP21.M,"Midwest (PADD 2) Normal Butane-Butylene Stocks in Pipelines, Monthly",Inventory,Pipelines,NC4,PADD2,aPSM_Inventories.csv,1
PET.MBNSPP31.M,"Gulf Coast (PADD 3) Normal Butane-Butylene Stocks in Pipelines, Monthly",Inventory,Pipelines,NC4,PADD3,aPSM_Inventories.csv,1
PET.MBNSPP41.M,"Rocky Mountain (PADD 4) Normal Butane-Butylene Stocks in Pipelines, Monthly",Inventory,Pipelines,NC4,PADD4,aPSM_Inventories.csv,1
PET.METSP_R10_1.M,"East Coast (PADD 1) Ethane-Ethylene Stocks in Pipelines, Monthly",Inventory,Pipelines,PGS,PADD1,aPSM_Inventories.csv,1
PET.METSPP21.M,"Midwest (PADD 2) Ethane-Ethylene Stocks in Pipelines, Monthly",Inventory,Pipelines,PGS,PADD2,aPSM_Inventories.csv,1
PET.METSPP31.M,"Gulf Coast (PADD 3) Ethane-Ethylene Stocks in Pipelines, Monthly",Inventory,Pipelines,PGS,PADD3,aPSM_Inventories.csv,1
PET.METSPP41.M,"Rocky Mountain (PADD 4) Ethane-Ethylene Stocks in Pipelines, Monthly",Inventory,Pipelines,PGS,PADD4,aPSM_Inventories.csv,1
PET.MO1SP_R10_1.M,"East Coast (PADD 1) Reformulated Gasoline Blending Components Stocks in Pipelines, Monthly",Inventory,Pipelines,RBOBs,PADD1,aPSM_Inventories.csv,1
PET.MO1SP_R20_1.M,"Midwest (PADD 2) Reformulated Gasoline Blending Components Stocks in Pipelines, Monthly",Inventory,Pipelines,RBOBs,PADD2,aPSM_Inventories.csv,1
PET.MO1SP_R30_1.M,"Gulf Coast (PADD 3) Reformulated Gasoline Blending Components Stocks in Pipelines, Monthly",Inventory,Pipelines,RBOBs,PADD3,aPSM_Inventories.csv,1
PET.MGRSPP11.M,"East Coast (PADD 1) Reformulated Motor Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,RFGsout,PADD1,aPSM_Inventories.csv,1
PET.MGRSPP21.M,"Midwest (PADD 2) Reformulated Motor Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,RFGsout,PADD2,aPSM_Inventories.csv,1
PET.MGRSPP31.M,"Gulf Coast (PADD 3) Reformulated Motor Gasoline Stocks in Pipelines, Monthly",Inventory,Pipelines,RFGsout,PADD3,aPSM_Inventories.csv,1
PET.MAPRSP11.M,"East Coast (PADD 1) Asphalt and Road Oil Stocks at Refineries, Monthly",Inventory,Refineries,ASPHout,PADD1,aPSM_Inventories.csv,1
PET.MAPRSP21.M,"Midwest (PADD 2) Asphalt and Road Oil Stocks at Refineries, Monthly",Inventory,Refineries,ASPHout,PADD2,aPSM_Inventories.csv,1
PET.MAPRSP31.M,"Gulf Coast (PADD 3) Asphalt and Road Oil Stocks at Refineries, Monthly",Inventory,Refineries,ASPHout,PADD3,aPSM_Inventories.csv,1
PET.MAPRSP41.M,"Rocky Mountain (PADD 4) Asphalt and Road Oil Stocks at Refineries, Monthly",Inventory,Refineries,ASPHout,PADD4,aPSM_Inventories.csv,1
PET.MAPRSP51.M,"West Coast (PADD 5) Asphalt and Road Oil Stocks at Refineries, Monthly",Inventory,Refineries,ASPHout,PADD5,aPSM_Inventories.csv,1
PET.MGARSP11.M,"East Coast (PADD 1) Aviation Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,AVGout,PADD1,aPSM_Inventories.csv,1
PET.MGARSP21.M,"Midwest (PADD 2) Aviation Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,AVGout,PADD2,aPSM_Inventories.csv,1
PET.MGARSP31.M,"Gulf Coast (PADD 3) Aviation Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,AVGout,PADD3,aPSM_Inventories.csv,1
PET.MGARSP41.M,"Rocky Mountain (PADD 4) Aviation Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,AVGout,PADD4,aPSM_Inventories.csv,1
PET.MGARSP51.M,"West Coast (PADD 5) Aviation Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,AVGout,PADD5,aPSM_Inventories.csv,1
PET.MD0RS_R50_1.M,"West Coast (PADD 5) Distillate Fuel Oil, 0 to 15 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,CarbDSUout,PADD5,aPSM_Inventories.csv,1
PET.MO1RS_R50_1.M,"West Coast (PADD 5) Reformulated Gasoline Blending Components Stocks at Refineries, Monthly",Inventory,Refineries,CaRBOBs,PADD5,aPSM_Inventories.csv,1
PET.MGRRSP51.M,"West Coast (PADD 5) Reformulated Motor Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,CaRBOBsout,PADD5,aPSM_Inventories.csv,1
PET.MO5RS_R10_1.M,"East Coast (PADD 1) Conventional Gasoline Blending Components Stocks at Refineries, Monthly",Inventory,Refineries,CBOBs,PADD1,aPSM_Inventories.csv,1
PET.MO5RS_R20_1.M,"Midwest (PADD 2) Conventional Gasoline Blending Components Stocks at Refineries, Monthly",Inventory,Refineries,CBOBs,PADD2,aPSM_Inventories.csv,1
PET.MO5RS_R30_1.M,"Gulf Coast (PADD 3) Conventional Gasoline Blending Components Stocks at Refineries, Monthly",Inventory,Refineries,CBOBs,PADD3,aPSM_Inventories.csv,1
PET.MO5RS_R40_1.M,"Rocky Mountain (PADD 4) Conventional Gasoline Blending Components Stocks at Refineries, Monthly",Inventory,Refineries,CBOBs,PADD4,aPSM_Inventories.csv,1
PET.MO5RS_R50_1.M,"West Coast (PADD 5) Conventional Gasoline Blending Components Stocks at Refineries, Monthly",Inventory,Refineries,CBOBs,PADD5,aPSM_Inventories.csv,1
PET.MG4RS_R10_1.M,"East Coast (PADD 1) Conventional Motor Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,CFGsout,PADD1,aPSM_Inventories.csv,1
PET.MG4RS_R20_1.M,"Midwest (PADD 2) Conventional Motor Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,CFGsout,PADD2,aPSM_Inventories.csv,1
PET.MG4RS_R30_1.M,"Gulf Coast (PADD 3) Conventional Motor Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,CFGsout,PADD3,aPSM_Inventories.csv,1
PET.MG4RS_R40_1.M,"Rocky Mountain (PADD 4) Conventional Motor Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,CFGsout,PADD4,aPSM_Inventories.csv,1
PET.MG4RS_R50_1.M,"West Coast (PADD 5) Conventional Motor Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,CFGsout,PADD5,aPSM_Inventories.csv,1
PET.MCMRSP11.M,"East Coast (PADD 1) Petroleum Coke Marketable Stocks at Refineries, Monthly",Inventory,Refineries,COKout,PADD1,aPSM_Inventories.csv,1
PET.MCMRSP21.M,"Midwest (PADD 2) Petroleum Coke Marketable Stocks at Refineries, Monthly",Inventory,Refineries,COKout,PADD2,aPSM_Inventories.csv,1
PET.MCMRSP31.M,"Gulf Coast (PADD 3) Petroleum Coke Marketable Stocks at Refineries, Monthly",Inventory,Refineries,COKout,PADD3,aPSM_Inventories.csv,1
PET.MCMRSP41.M,"Rocky Mountain (PADD 4) Petroleum Coke Marketable Stocks at Refineries, Monthly",Inventory,Refineries,COKout,PADD4,aPSM_Inventories.csv,1
PET.MCMRSP51.M,"West Coast (PADD 5) Petroleum Coke Marketable Stocks at Refineries, Monthly",Inventory,Refineries,COKout,PADD5,aPSM_Inventories.csv,1
PET.MD1RS_R10_1.M,"East Coast (PADD 1) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,DSLout,PADD1,aPSM_Inventories.csv,1
PET.MD1RS_R20_1.M,"Midwest (PADD 2) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,DSLout,PADD2,aPSM_Inventories.csv,1
PET.MD1RS_R30_1.M,"Gulf Coast (PADD 3) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,DSLout,PADD3,aPSM_Inventories.csv,1
PET.MD1RS_R40_1.M,"Rocky Mountain (PADD 4) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,DSLout,PADD4,aPSM_Inventories.csv,1
PET.MD1RS_R50_1.M,"West Coast (PADD 5) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,DSLout,PADD5,aPSM_Inventories.csv,1
PET.MD0RS_R10_1.M,"East Coast (PADD 1) Distillate Fuel Oil, 0 to 15 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,DSUout,PADD1,aPSM_Inventories.csv,1
PET.MD0RS_R20_1.M,"Midwest (PADD 2) Distillate Fuel Oil, 0 to 15 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,DSUout,PADD2,aPSM_Inventories.csv,1
PET.MD0RS_R30_1.M,"Gulf Coast (PADD 3) Distillate Fuel Oil, 0 to 15 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,DSUout,PADD3,aPSM_Inventories.csv,1
PET.MD0RS_R40_1.M,"Rocky Mountain (PADD 4) Distillate Fuel Oil, 0 to 15 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,DSUout,PADD4,aPSM_Inventories.csv,1
PET.MH1RSP11.M,"East Coast (PADD 1) Heavy Gas Oils Stocks at Refineries, Monthly",Inventory,Refineries,GO3,PADD1,aPSM_Inventories.csv,1
PET.MH1RSP21.M,"Midwest (PADD 2) Heavy Gas Oils Stocks at Refineries, Monthly",Inventory,Refineries,GO3,PADD2,aPSM_Inventories.csv,1
PET.MH1RSP31.M,"Gulf Coast (PADD 3) Heavy Gas Oils Stocks at Refineries, Monthly",Inventory,Refineries,GO3,PADD3,aPSM_Inventories.csv,1
PET.MH1RSP41.M,"Rocky Mountain (PADD 4) Heavy Gas Oils Stocks at Refineries, Monthly",Inventory,Refineries,GO3,PADD4,aPSM_Inventories.csv,1
PET.MH1RSP51.M,"West Coast (PADD 5) Heavy Gas Oils Stocks at Refineries, Monthly",Inventory,Refineries,GO7,PADD5,aPSM_Inventories.csv,1
PET.MOTRSP11.M,"East Coast (PADD 1) Other Oils for Petrochemical Feedstock Use Stocks at Refineries, Monthly",Inventory,Refineries,GOPout,PADD1,aPSM_Inventories.csv,1
PET.MOTRSP21.M,"Midwest (PADD 2) Other Oils for Petrochemical Feedstock Use Stocks at Refineries, Monthly",Inventory,Refineries,GOPout,PADD2,aPSM_Inventories.csv,1
PET.MOTRSP31.M,"Gulf Coast (PADD 3) Other Oils for Petrochemical Feedstock Use Stocks at Refineries, Monthly",Inventory,Refineries,GOPout,PADD3,aPSM_Inventories.csv,1
PET.MOTRSP41.M,"Rocky Mountain (PADD 4) Other Oils for Petrochemical Feedstock Use Stocks at Refineries, Monthly",Inventory,Refineries,GOPout,PADD4,aPSM_Inventories.csv,1
PET.MOTRSP51.M,"West Coast (PADD 5) Other Oils for Petrochemical Feedstock Use Stocks at Refineries, Monthly",Inventory,Refineries,GOPout,PADD5,aPSM_Inventories.csv,1
PET.MBIRSP11.M,"East Coast (PADD 1) Isobutane-Isobutylene Stocks at Refineries, Monthly",Inventory,Refineries,IC4,PADD1,aPSM_Inventories.csv,1
PET.MBIRSP21.M,"Midwest (PADD 2) Isobutane-Isobutylene Stocks at Refineries, Monthly",Inventory,Refineries,IC4,PADD2,aPSM_Inventories.csv,1
PET.MBIRSP31.M,"Gulf Coast (PADD 3) Isobutane-Isobutylene Stocks at Refineries, Monthly",Inventory,Refineries,IC4,PADD3,aPSM_Inventories.csv,1
PET.MBIRSP41.M,"Rocky Mountain (PADD 4) Isobutane-Isobutylene Stocks at Refineries, Monthly",Inventory,Refineries,IC4,PADD4,aPSM_Inventories.csv,1
PET.MBIRSP51.M,"West Coast (PADD 5) Isobutane-Isobutylene Stocks at Refineries, Monthly",Inventory,Refineries,IC4,PADD5,aPSM_Inventories.csv,1
PET.MKJRSP11.M,"East Coast (PADD 1) Kerosene-Type Jet Fuel Stocks at Refineries, Monthly",Inventory,Refineries,JTAout,PADD1,aPSM_Inventories.csv,1
PET.MKJRSP21.M,"Midwest (PADD 2) Kerosene-Type Jet Fuel Stocks at Refineries, Monthly",Inventory,Refineries,JTAout,PADD2,aPSM_Inventories.csv,1
PET.MKJRSP31.M,"Gulf Coast (PADD 3) Kerosene-Type Jet Fuel Stocks at Refineries, Monthly",Inventory,Refineries,JTAout,PADD3,aPSM_Inventories.csv,1
PET.MKJRSP41.M,"Rocky Mountain (PADD 4) Kerosene-Type Jet Fuel Stocks at Refineries, Monthly",Inventory,Refineries,JTAout,PADD4,aPSM_Inventories.csv,1
